year,province,Farm products,value
1985,Manitoba,Canola (including rapeseed) [113111],8.0601
1985,Saskatchewan,Canola (including rapeseed) [113111],8.210999999999999
1985,Alberta,Canola (including rapeseed) [113111],8.448
1985,British Columbia,Canola (including rapeseed) [113111],10.7208
1986,Ontario,Canola (including rapeseed) [113111],8.6904
1986,Manitoba,Canola (including rapeseed) [113111],8.1663
1986,Saskatchewan,Canola (including rapeseed) [113111],8.2251
1986,Alberta,Canola (including rapeseed) [113111],8.4477
1986,British Columbia,Canola (including rapeseed) [113111],8.4366
1986,Ontario,Canola (including rapeseed) [113111],8.016
1986,Manitoba,Canola (including rapeseed) [113111],7.7754
1986,Saskatchewan,Canola (including rapeseed) [113111],7.785599999999999
1986,Alberta,Canola (including rapeseed) [113111],7.9818
1986,British Columbia,Canola (including rapeseed) [113111],8.015699999999999
1986,Ontario,Canola (including rapeseed) [113111],7.9761
1986,Manitoba,Canola (including rapeseed) [113111],7.5873
1986,Saskatchewan,Canola (including rapeseed) [113111],7.649399999999999
1986,Alberta,Canola (including rapeseed) [113111],7.8393
1986,British Columbia,Canola (including rapeseed) [113111],7.9872
1986,Ontario,Canola (including rapeseed) [113111],7.050299999999999
1986,Manitoba,Canola (including rapeseed) [113111],7.2531
1986,Saskatchewan,Canola (including rapeseed) [113111],7.220999999999999
1986,Alberta,Canola (including rapeseed) [113111],7.332599999999999
1986,British Columbia,Canola (including rapeseed) [113111],7.559399999999999
1986,Ontario,Canola (including rapeseed) [113111],8.306999999999999
1986,Manitoba,Canola (including rapeseed) [113111],7.232099999999999
1986,Saskatchewan,Canola (including rapeseed) [113111],7.2227999999999994
1986,Alberta,Canola (including rapeseed) [113111],7.2066
1986,British Columbia,Canola (including rapeseed) [113111],7.2299999999999995
1986,Ontario,Canola (including rapeseed) [113111],6.852
1986,Manitoba,Canola (including rapeseed) [113111],6.8862
1986,Saskatchewan,Canola (including rapeseed) [113111],6.890999999999999
1986,Alberta,Canola (including rapeseed) [113111],6.8433
1986,British Columbia,Canola (including rapeseed) [113111],6.8774999999999995
1986,Ontario,Canola (including rapeseed) [113111],6.5478
1986,Manitoba,Canola (including rapeseed) [113111],6.4319999999999995
1986,Saskatchewan,Canola (including rapeseed) [113111],6.438
1986,Alberta,Canola (including rapeseed) [113111],6.492
1986,British Columbia,Canola (including rapeseed) [113111],6.833699999999999
1986,Ontario,Canola (including rapeseed) [113111],5.8863
1986,Manitoba,Canola (including rapeseed) [113111],5.5902
1986,Saskatchewan,Canola (including rapeseed) [113111],5.5443
1986,Alberta,Canola (including rapeseed) [113111],5.64
1986,British Columbia,Canola (including rapeseed) [113111],5.6202
1986,Ontario,Canola (including rapeseed) [113111],5.7540000000000004
1986,Manitoba,Canola (including rapeseed) [113111],5.4738
1986,Saskatchewan,Canola (including rapeseed) [113111],5.4663
1986,Alberta,Canola (including rapeseed) [113111],5.6091
1986,British Columbia,Canola (including rapeseed) [113111],5.8892999999999995
1986,Ontario,Canola (including rapeseed) [113111],5.9655
1986,Manitoba,Canola (including rapeseed) [113111],5.8458000000000006
1986,Saskatchewan,Canola (including rapeseed) [113111],5.9181
1986,Alberta,Canola (including rapeseed) [113111],5.9403
1986,British Columbia,Canola (including rapeseed) [113111],5.9574
1986,Ontario,Canola (including rapeseed) [113111],6.058199999999999
1986,Manitoba,Canola (including rapeseed) [113111],6.1848
1986,Saskatchewan,Canola (including rapeseed) [113111],6.1881
1986,Alberta,Canola (including rapeseed) [113111],6.1863
1986,British Columbia,Canola (including rapeseed) [113111],6.165299999999999
1986,Ontario,Canola (including rapeseed) [113111],5.8863
1986,Manitoba,Canola (including rapeseed) [113111],6.1104
1986,Saskatchewan,Canola (including rapeseed) [113111],5.9763
1986,Alberta,Canola (including rapeseed) [113111],6.0104999999999995
1986,British Columbia,Canola (including rapeseed) [113111],6.1518
1987,Ontario,Canola (including rapeseed) [113111],5.8863
1987,Manitoba,Canola (including rapeseed) [113111],6.010800000000001
1987,Saskatchewan,Canola (including rapeseed) [113111],5.9481
1987,Alberta,Canola (including rapeseed) [113111],6.0024
1987,British Columbia,Canola (including rapeseed) [113111],6.0045
1987,Ontario,Canola (including rapeseed) [113111],5.4761999999999995
1987,Manitoba,Canola (including rapeseed) [113111],5.643
1987,Saskatchewan,Canola (including rapeseed) [113111],5.5409999999999995
1987,Alberta,Canola (including rapeseed) [113111],5.667
1987,British Columbia,Canola (including rapeseed) [113111],5.5839
1987,Ontario,Canola (including rapeseed) [113111],5.4761999999999995
1987,Manitoba,Canola (including rapeseed) [113111],5.4144
1987,Saskatchewan,Canola (including rapeseed) [113111],5.3088
1987,Alberta,Canola (including rapeseed) [113111],5.480099999999999
1987,British Columbia,Canola (including rapeseed) [113111],5.4254999999999995
1987,Ontario,Canola (including rapeseed) [113111],5.4761999999999995
1987,Manitoba,Canola (including rapeseed) [113111],5.467499999999999
1987,Saskatchewan,Canola (including rapeseed) [113111],5.4429
1987,Alberta,Canola (including rapeseed) [113111],5.5047
1987,British Columbia,Canola (including rapeseed) [113111],5.478
1987,Ontario,Canola (including rapeseed) [113111],5.4761999999999995
1987,Manitoba,Canola (including rapeseed) [113111],6.2988
1987,Saskatchewan,Canola (including rapeseed) [113111],6.1281
1987,Alberta,Canola (including rapeseed) [113111],6.177
1987,British Columbia,Canola (including rapeseed) [113111],6.4041
1987,Ontario,Canola (including rapeseed) [113111],5.4761999999999995
1987,Manitoba,Canola (including rapeseed) [113111],6.575099999999999
1987,Saskatchewan,Canola (including rapeseed) [113111],6.5652
1987,Alberta,Canola (including rapeseed) [113111],6.5679
1987,British Columbia,Canola (including rapeseed) [113111],6.8073
1987,Ontario,Canola (including rapeseed) [113111],5.79
1987,Manitoba,Canola (including rapeseed) [113111],6.5748
1987,Saskatchewan,Canola (including rapeseed) [113111],6.5862
1987,Alberta,Canola (including rapeseed) [113111],6.6747
1987,British Columbia,Canola (including rapeseed) [113111],6.7482
1987,Ontario,Canola (including rapeseed) [113111],5.79
1987,Manitoba,Canola (including rapeseed) [113111],6.2402999999999995
1987,Saskatchewan,Canola (including rapeseed) [113111],6.1895999999999995
1987,Alberta,Canola (including rapeseed) [113111],6.2304
1987,British Columbia,Canola (including rapeseed) [113111],6.2871
1987,Ontario,Canola (including rapeseed) [113111],5.370299999999999
1987,Manitoba,Canola (including rapeseed) [113111],5.9979
1987,Saskatchewan,Canola (including rapeseed) [113111],6.0225
1987,Alberta,Canola (including rapeseed) [113111],6.0969
1987,British Columbia,Canola (including rapeseed) [113111],6.0966
1987,Ontario,Canola (including rapeseed) [113111],5.370299999999999
1987,Manitoba,Canola (including rapeseed) [113111],6.3834
1987,Saskatchewan,Canola (including rapeseed) [113111],6.3774
1987,Alberta,Canola (including rapeseed) [113111],6.4338
1987,British Columbia,Canola (including rapeseed) [113111],6.2562
1987,Ontario,Canola (including rapeseed) [113111],5.370299999999999
1987,Manitoba,Canola (including rapeseed) [113111],6.6807
1987,Saskatchewan,Canola (including rapeseed) [113111],6.6813
1987,Alberta,Canola (including rapeseed) [113111],6.723
1987,British Columbia,Canola (including rapeseed) [113111],6.6846
1987,Ontario,Canola (including rapeseed) [113111],5.370299999999999
1987,Manitoba,Canola (including rapeseed) [113111],6.964799999999999
1987,Saskatchewan,Canola (including rapeseed) [113111],7.1262
1987,Alberta,Canola (including rapeseed) [113111],7.1187
1987,British Columbia,Canola (including rapeseed) [113111],7.2768
1988,Ontario,Canola (including rapeseed) [113111],7.262099999999999
1988,Manitoba,Canola (including rapeseed) [113111],7.517099999999999
1988,Saskatchewan,Canola (including rapeseed) [113111],7.857600000000001
1988,Alberta,Canola (including rapeseed) [113111],7.8087
1988,British Columbia,Canola (including rapeseed) [113111],8.1336
1988,Ontario,Canola (including rapeseed) [113111],6.9735
1988,Manitoba,Canola (including rapeseed) [113111],7.705500000000001
1988,Saskatchewan,Canola (including rapeseed) [113111],7.9632
1988,Alberta,Canola (including rapeseed) [113111],7.849499999999999
1988,British Columbia,Canola (including rapeseed) [113111],8.054400000000001
1988,Ontario,Canola (including rapeseed) [113111],7.130999999999999
1988,Manitoba,Canola (including rapeseed) [113111],7.4847
1988,Saskatchewan,Canola (including rapeseed) [113111],7.8431999999999995
1988,Alberta,Canola (including rapeseed) [113111],7.7382
1988,British Columbia,Canola (including rapeseed) [113111],7.8312
1988,Ontario,Canola (including rapeseed) [113111],7.7751
1988,Manitoba,Canola (including rapeseed) [113111],7.965899999999999
1988,Saskatchewan,Canola (including rapeseed) [113111],8.160599999999999
1988,Alberta,Canola (including rapeseed) [113111],7.976999999999999
1988,British Columbia,Canola (including rapeseed) [113111],8.1564
1988,Ontario,Canola (including rapeseed) [113111],7.9851
1988,Manitoba,Canola (including rapeseed) [113111],8.6133
1988,Saskatchewan,Canola (including rapeseed) [113111],8.7687
1988,Alberta,Canola (including rapeseed) [113111],8.67
1988,British Columbia,Canola (including rapeseed) [113111],8.594999999999999
1988,Ontario,Canola (including rapeseed) [113111],10.98
1988,Manitoba,Canola (including rapeseed) [113111],10.3443
1988,Saskatchewan,Canola (including rapeseed) [113111],10.4946
1988,Alberta,Canola (including rapeseed) [113111],10.3269
1988,British Columbia,Canola (including rapeseed) [113111],11.3049
1988,Ontario,Canola (including rapeseed) [113111],9.7029
1988,Manitoba,Canola (including rapeseed) [113111],10.6386
1988,Saskatchewan,Canola (including rapeseed) [113111],10.644599999999999
1988,Alberta,Canola (including rapeseed) [113111],10.6215
1988,British Columbia,Canola (including rapeseed) [113111],10.5654
1988,Ontario,Canola (including rapeseed) [113111],9.5178
1988,Manitoba,Canola (including rapeseed) [113111],9.8832
1988,Saskatchewan,Canola (including rapeseed) [113111],10.056
1988,Alberta,Canola (including rapeseed) [113111],9.8598
1988,British Columbia,Canola (including rapeseed) [113111],10.1985
1988,Ontario,Canola (including rapeseed) [113111],9.2496
1988,Manitoba,Canola (including rapeseed) [113111],9.7668
1988,Saskatchewan,Canola (including rapeseed) [113111],9.9762
1988,Alberta,Canola (including rapeseed) [113111],9.911999999999999
1988,British Columbia,Canola (including rapeseed) [113111],10.251299999999999
1988,Ontario,Canola (including rapeseed) [113111],8.8641
1988,Manitoba,Canola (including rapeseed) [113111],8.953199999999999
1988,Saskatchewan,Canola (including rapeseed) [113111],9.2508
1988,Alberta,Canola (including rapeseed) [113111],9.3006
1988,British Columbia,Canola (including rapeseed) [113111],9.1092
1988,Ontario,Canola (including rapeseed) [113111],9.24
1988,Manitoba,Canola (including rapeseed) [113111],8.834100000000001
1988,Saskatchewan,Canola (including rapeseed) [113111],9.0483
1988,Alberta,Canola (including rapeseed) [113111],9.090599999999998
1988,British Columbia,Canola (including rapeseed) [113111],8.6904
1988,Ontario,Canola (including rapeseed) [113111],8.850599999999998
1988,Manitoba,Canola (including rapeseed) [113111],9.0192
1988,Saskatchewan,Canola (including rapeseed) [113111],9.1008
1988,Alberta,Canola (including rapeseed) [113111],9.2283
1988,British Columbia,Canola (including rapeseed) [113111],9.384599999999999
1989,Ontario,Canola (including rapeseed) [113111],9.3525
1989,Manitoba,Canola (including rapeseed) [113111],8.844
1989,Saskatchewan,Canola (including rapeseed) [113111],8.889899999999999
1989,Alberta,Canola (including rapeseed) [113111],8.972399999999999
1989,British Columbia,Canola (including rapeseed) [113111],8.8713
1989,Ontario,Canola (including rapeseed) [113111],9.1899
1989,Manitoba,Canola (including rapeseed) [113111],9.1911
1989,Saskatchewan,Canola (including rapeseed) [113111],8.4975
1989,Alberta,Canola (including rapeseed) [113111],8.6943
1989,British Columbia,Canola (including rapeseed) [113111],8.316299999999998
1989,Ontario,Canola (including rapeseed) [113111],9.342600000000001
1989,Manitoba,Canola (including rapeseed) [113111],9.0099
1989,Saskatchewan,Canola (including rapeseed) [113111],9.0375
1989,Alberta,Canola (including rapeseed) [113111],8.9748
1989,British Columbia,Canola (including rapeseed) [113111],8.946299999999999
1989,Ontario,Canola (including rapeseed) [113111],9.042
1989,Manitoba,Canola (including rapeseed) [113111],8.890500000000001
1989,Saskatchewan,Canola (including rapeseed) [113111],8.905199999999999
1989,Alberta,Canola (including rapeseed) [113111],9.0246
1989,British Columbia,Canola (including rapeseed) [113111],9.1401
1989,Ontario,Canola (including rapeseed) [113111],11.4522
1989,Manitoba,Canola (including rapeseed) [113111],8.853
1989,Saskatchewan,Canola (including rapeseed) [113111],8.9331
1989,Alberta,Canola (including rapeseed) [113111],8.8983
1989,British Columbia,Canola (including rapeseed) [113111],8.7651
1989,Ontario,Canola (including rapeseed) [113111],8.357099999999999
1989,Manitoba,Canola (including rapeseed) [113111],7.9929
1989,Saskatchewan,Canola (including rapeseed) [113111],7.941299999999999
1989,Alberta,Canola (including rapeseed) [113111],7.9368
1989,British Columbia,Canola (including rapeseed) [113111],7.9296
1989,Ontario,Canola (including rapeseed) [113111],8.4426
1989,Manitoba,Canola (including rapeseed) [113111],7.8291
1989,Saskatchewan,Canola (including rapeseed) [113111],7.529399999999999
1989,Alberta,Canola (including rapeseed) [113111],7.630199999999999
1989,British Columbia,Canola (including rapeseed) [113111],7.7454
1989,Ontario,Canola (including rapeseed) [113111],8.2935
1989,Manitoba,Canola (including rapeseed) [113111],7.4352
1989,Saskatchewan,Canola (including rapeseed) [113111],7.2467999999999995
1989,Alberta,Canola (including rapeseed) [113111],7.168499999999999
1989,British Columbia,Canola (including rapeseed) [113111],7.332599999999999
1989,Ontario,Canola (including rapeseed) [113111],8.156699999999999
1989,Manitoba,Canola (including rapeseed) [113111],7.599
1989,Saskatchewan,Canola (including rapeseed) [113111],7.443
1989,Alberta,Canola (including rapeseed) [113111],7.6808999999999985
1989,British Columbia,Canola (including rapeseed) [113111],7.4724
1989,Ontario,Canola (including rapeseed) [113111],7.7316
1989,Manitoba,Canola (including rapeseed) [113111],7.6587
1989,Saskatchewan,Canola (including rapeseed) [113111],7.379099999999999
1989,Alberta,Canola (including rapeseed) [113111],7.5336
1989,British Columbia,Canola (including rapeseed) [113111],7.3313999999999995
1989,Ontario,Canola (including rapeseed) [113111],8.9865
1989,Manitoba,Canola (including rapeseed) [113111],7.8708
1989,Saskatchewan,Canola (including rapeseed) [113111],7.783499999999999
1989,Alberta,Canola (including rapeseed) [113111],7.8698999999999995
1989,British Columbia,Canola (including rapeseed) [113111],7.7928
1989,Ontario,Canola (including rapeseed) [113111],7.2213
1989,Manitoba,Canola (including rapeseed) [113111],7.9685999999999995
1989,Saskatchewan,Canola (including rapeseed) [113111],7.915500000000001
1989,Alberta,Canola (including rapeseed) [113111],8.0115
1989,British Columbia,Canola (including rapeseed) [113111],8.0625
1990,Ontario,Canola (including rapeseed) [113111],8.0586
1990,Manitoba,Canola (including rapeseed) [113111],8.0007
1990,Saskatchewan,Canola (including rapeseed) [113111],7.950899999999999
1990,Alberta,Canola (including rapeseed) [113111],8.0454
1990,British Columbia,Canola (including rapeseed) [113111],7.9104
1990,Ontario,Canola (including rapeseed) [113111],7.164
1990,Manitoba,Canola (including rapeseed) [113111],7.993499999999999
1990,Saskatchewan,Canola (including rapeseed) [113111],8.029499999999999
1990,Alberta,Canola (including rapeseed) [113111],8.058
1990,British Columbia,Canola (including rapeseed) [113111],8.0367
1990,Ontario,Canola (including rapeseed) [113111],7.890599999999999
1990,Manitoba,Canola (including rapeseed) [113111],8.151299999999999
1990,Saskatchewan,Canola (including rapeseed) [113111],8.2515
1990,Alberta,Canola (including rapeseed) [113111],8.2206
1990,British Columbia,Canola (including rapeseed) [113111],8.0595
1990,Ontario,Canola (including rapeseed) [113111],7.9983
1990,Manitoba,Canola (including rapeseed) [113111],8.394599999999999
1990,Saskatchewan,Canola (including rapeseed) [113111],8.535599999999999
1990,Alberta,Canola (including rapeseed) [113111],8.533199999999999
1990,British Columbia,Canola (including rapeseed) [113111],8.408399999999999
1990,Ontario,Canola (including rapeseed) [113111],7.785599999999999
1990,Manitoba,Canola (including rapeseed) [113111],8.5989
1990,Saskatchewan,Canola (including rapeseed) [113111],8.696399999999999
1990,Alberta,Canola (including rapeseed) [113111],8.6958
1990,British Columbia,Canola (including rapeseed) [113111],8.6994
1990,Ontario,Canola (including rapeseed) [113111],6.9795
1990,Manitoba,Canola (including rapeseed) [113111],8.171999999999999
1990,Saskatchewan,Canola (including rapeseed) [113111],8.247
1990,Alberta,Canola (including rapeseed) [113111],8.4546
1990,British Columbia,Canola (including rapeseed) [113111],8.0586
1990,Ontario,Canola (including rapeseed) [113111],7.761299999999999
1990,Manitoba,Canola (including rapeseed) [113111],7.9502999999999995
1990,Saskatchewan,Canola (including rapeseed) [113111],8.066699999999999
1990,Alberta,Canola (including rapeseed) [113111],8.291699999999999
1990,British Columbia,Canola (including rapeseed) [113111],8.064599999999999
1990,Ontario,Canola (including rapeseed) [113111],8.222399999999999
1990,Manitoba,Canola (including rapeseed) [113111],7.800299999999999
1990,Saskatchewan,Canola (including rapeseed) [113111],7.918499999999999
1990,Alberta,Canola (including rapeseed) [113111],7.9926
1990,British Columbia,Canola (including rapeseed) [113111],7.8897
1990,Ontario,Canola (including rapeseed) [113111],8.2272
1990,Manitoba,Canola (including rapeseed) [113111],7.3545
1990,Saskatchewan,Canola (including rapeseed) [113111],7.5879
1990,Alberta,Canola (including rapeseed) [113111],7.7193
1990,British Columbia,Canola (including rapeseed) [113111],7.284
1990,Ontario,Canola (including rapeseed) [113111],8.2533
1990,Manitoba,Canola (including rapeseed) [113111],7.7172
1990,Saskatchewan,Canola (including rapeseed) [113111],7.4556000000000004
1990,Alberta,Canola (including rapeseed) [113111],7.618499999999999
1990,British Columbia,Canola (including rapeseed) [113111],7.538399999999999
1990,Ontario,Canola (including rapeseed) [113111],6.0429
1990,Manitoba,Canola (including rapeseed) [113111],7.6152
1990,Saskatchewan,Canola (including rapeseed) [113111],7.520099999999999
1990,Alberta,Canola (including rapeseed) [113111],7.8248999999999995
1990,British Columbia,Canola (including rapeseed) [113111],7.3755
1990,Ontario,Canola (including rapeseed) [113111],8.4429
1990,Manitoba,Canola (including rapeseed) [113111],7.6605
1990,Saskatchewan,Canola (including rapeseed) [113111],7.3029
1990,Alberta,Canola (including rapeseed) [113111],7.6752
1990,British Columbia,Canola (including rapeseed) [113111],7.1354999999999995
1991,Ontario,Canola (including rapeseed) [113111],7.9742999999999995
1991,Manitoba,Canola (including rapeseed) [113111],7.453499999999999
1991,Saskatchewan,Canola (including rapeseed) [113111],7.2681000000000004
1991,Alberta,Canola (including rapeseed) [113111],7.862699999999999
1991,British Columbia,Canola (including rapeseed) [113111],7.0839
1991,Ontario,Canola (including rapeseed) [113111],7.1799
1991,Manitoba,Canola (including rapeseed) [113111],7.659599999999999
1991,Saskatchewan,Canola (including rapeseed) [113111],7.377
1991,Alberta,Canola (including rapeseed) [113111],7.7151000000000005
1991,British Columbia,Canola (including rapeseed) [113111],7.125299999999999
1991,Ontario,Canola (including rapeseed) [113111],7.2795
1991,Manitoba,Canola (including rapeseed) [113111],7.7382
1991,Saskatchewan,Canola (including rapeseed) [113111],7.635299999999999
1991,Alberta,Canola (including rapeseed) [113111],7.7022
1991,British Columbia,Canola (including rapeseed) [113111],7.7664
1991,Ontario,Canola (including rapeseed) [113111],7.932300000000001
1991,Manitoba,Canola (including rapeseed) [113111],7.922699999999999
1991,Saskatchewan,Canola (including rapeseed) [113111],7.9914
1991,Alberta,Canola (including rapeseed) [113111],7.9869
1991,British Columbia,Canola (including rapeseed) [113111],8.075999999999999
1991,Ontario,Canola (including rapeseed) [113111],7.593
1991,Manitoba,Canola (including rapeseed) [113111],7.885199999999999
1991,Saskatchewan,Canola (including rapeseed) [113111],7.8354
1991,Alberta,Canola (including rapeseed) [113111],8.0025
1991,British Columbia,Canola (including rapeseed) [113111],7.950599999999999
1991,Ontario,Canola (including rapeseed) [113111],6.9201
1991,Manitoba,Canola (including rapeseed) [113111],7.5462
1991,Saskatchewan,Canola (including rapeseed) [113111],7.5123
1991,Alberta,Canola (including rapeseed) [113111],7.7637
1991,British Columbia,Canola (including rapeseed) [113111],7.68
1991,Ontario,Canola (including rapeseed) [113111],7.3191
1991,Manitoba,Canola (including rapeseed) [113111],7.3221
1991,Saskatchewan,Canola (including rapeseed) [113111],7.1265
1991,Alberta,Canola (including rapeseed) [113111],7.295999999999999
1991,British Columbia,Canola (including rapeseed) [113111],6.8649000000000004
1991,Ontario,Canola (including rapeseed) [113111],7.777799999999999
1991,Manitoba,Canola (including rapeseed) [113111],6.8979
1991,Saskatchewan,Canola (including rapeseed) [113111],7.0008
1991,Alberta,Canola (including rapeseed) [113111],7.2722999999999995
1991,British Columbia,Canola (including rapeseed) [113111],7.3328999999999995
1991,Ontario,Canola (including rapeseed) [113111],7.6697999999999995
1991,Manitoba,Canola (including rapeseed) [113111],6.8016
1991,Saskatchewan,Canola (including rapeseed) [113111],6.7758
1991,Alberta,Canola (including rapeseed) [113111],7.0704
1991,British Columbia,Canola (including rapeseed) [113111],6.912
1991,Ontario,Canola (including rapeseed) [113111],7.679399999999999
1991,Manitoba,Canola (including rapeseed) [113111],6.8283000000000005
1991,Saskatchewan,Canola (including rapeseed) [113111],6.6354
1991,Alberta,Canola (including rapeseed) [113111],6.9843
1991,British Columbia,Canola (including rapeseed) [113111],6.6258
1991,Ontario,Canola (including rapeseed) [113111],7.3458000000000006
1991,Manitoba,Canola (including rapeseed) [113111],6.8799
1991,Saskatchewan,Canola (including rapeseed) [113111],6.4566
1991,Alberta,Canola (including rapeseed) [113111],6.9402
1991,British Columbia,Canola (including rapeseed) [113111],6.474
1991,Ontario,Canola (including rapeseed) [113111],6.6138
1991,Manitoba,Canola (including rapeseed) [113111],7.0713
1991,Saskatchewan,Canola (including rapeseed) [113111],6.587999999999999
1991,Alberta,Canola (including rapeseed) [113111],6.8298
1991,British Columbia,Canola (including rapeseed) [113111],6.5727
1992,Ontario,Canola (including rapeseed) [113111],6.8664
1992,Manitoba,Canola (including rapeseed) [113111],6.9117
1992,Saskatchewan,Canola (including rapeseed) [113111],6.683699999999999
1992,Alberta,Canola (including rapeseed) [113111],7.008
1992,British Columbia,Canola (including rapeseed) [113111],6.7311
1992,Ontario,Canola (including rapeseed) [113111],8.1828
1992,Manitoba,Canola (including rapeseed) [113111],6.9651
1992,Saskatchewan,Canola (including rapeseed) [113111],6.9312
1992,Alberta,Canola (including rapeseed) [113111],7.0974
1992,British Columbia,Canola (including rapeseed) [113111],6.747599999999999
1992,Ontario,Canola (including rapeseed) [113111],7.2791999999999994
1992,Manitoba,Canola (including rapeseed) [113111],7.3149
1992,Saskatchewan,Canola (including rapeseed) [113111],7.325099999999999
1992,Alberta,Canola (including rapeseed) [113111],7.344
1992,British Columbia,Canola (including rapeseed) [113111],7.3209
1992,Ontario,Canola (including rapeseed) [113111],6.9933000000000005
1992,Manitoba,Canola (including rapeseed) [113111],7.2890999999999995
1992,Saskatchewan,Canola (including rapeseed) [113111],7.2768
1992,Alberta,Canola (including rapeseed) [113111],7.3197
1992,British Columbia,Canola (including rapeseed) [113111],6.9852
1992,Ontario,Canola (including rapeseed) [113111],7.6743
1992,Manitoba,Canola (including rapeseed) [113111],7.3119
1992,Saskatchewan,Canola (including rapeseed) [113111],7.3248
1992,Alberta,Canola (including rapeseed) [113111],7.4247
1992,British Columbia,Canola (including rapeseed) [113111],7.3815
1992,Ontario,Canola (including rapeseed) [113111],7.4102999999999994
1992,Manitoba,Canola (including rapeseed) [113111],7.436699999999999
1992,Saskatchewan,Canola (including rapeseed) [113111],7.6251
1992,Alberta,Canola (including rapeseed) [113111],7.701
1992,British Columbia,Canola (including rapeseed) [113111],7.182599999999999
1992,Ontario,Canola (including rapeseed) [113111],7.3029
1992,Manitoba,Canola (including rapeseed) [113111],7.3068
1992,Saskatchewan,Canola (including rapeseed) [113111],7.4013
1992,Alberta,Canola (including rapeseed) [113111],7.5047999999999995
1992,British Columbia,Canola (including rapeseed) [113111],7.1457
1992,Ontario,Canola (including rapeseed) [113111],7.6932
1992,Manitoba,Canola (including rapeseed) [113111],7.430999999999999
1992,Saskatchewan,Canola (including rapeseed) [113111],7.2726
1992,Alberta,Canola (including rapeseed) [113111],7.5588
1992,British Columbia,Canola (including rapeseed) [113111],6.686699999999999
1992,Ontario,Canola (including rapeseed) [113111],8.2728
1992,Manitoba,Canola (including rapeseed) [113111],7.455299999999999
1992,Saskatchewan,Canola (including rapeseed) [113111],7.549799999999999
1992,Alberta,Canola (including rapeseed) [113111],7.643699999999999
